hour,lat,lon,elevation,slope,predicted_wind_speed,grid_proximity,road_distance,residential_distance,heritage_distance,geology_distance,water_distance,cost
15,32.532835670254784,35.35848143051888,466.9,16.4,6.83,0.35,165.8,826.8,1385,1140.4,119.2,1187.9
16,32.532835670254784,35.35848143051888,466.9,16.4,5.66,0.35,165.8,826.8,1385,1140.4,119.2,1187.9
17,32.532835670254784,35.35848143051888,466.9,16.4,4,0.35,165.8,826.8,1385,1140.4,119.2,1187.9
18,32.532835670254784,35.35848143051888,466.9,16.4,4.62,0.35,165.8,826.8,1385,1140.4,119.2,1187.9
19,32.532835670254784,35.35848143051888,466.9,16.4,4,0.35,165.8,826.8,1385,1140.4,119.2,1187.9
20,32.532835670254784,35.35848143051888,466.9,16.4,7.55,0.35,165.8,826.8,1385,1140.4,119.2,1187.9
21,32.532835670254784,35.35848143051888,466.9,16.4,6.73,0.35,165.8,826.8,1385,1140.4,119.2,1187.9
22,32.532835670254784,35.35848143051888,466.9,16.4,4.85,0.35,165.8,826.8,1385,1140.4,119.2,1187.9
23,32.532835670254784,35.35848143051888,466.9,16.4,5.73,0.35,165.8,826.8,1385,1140.4,119.2,1187.9
0,32.49265853550109,35.41200499981683,288.8,15.8,7.95,0.64,729.4,353,524.2,1312.3,609.5,1141.2
1,32.49265853550109,35.41200499981683,288.8,15.8,9.74,0.64,729.4,353,524.2,1312.3,609.5,1141.2
2,32.49265853550109,35.41200499981683,288.8,15.8,9.09,0.64,729.4,353,524.2,1312.3,609.5,1141.2
3,32.49265853550109,35.41200499981683,288.8,15.8,8.99,0.64,729.4,353,524.2,1312.3,609.5,1141.2
4,32.49265853550109,35.41200499981683,288.8,15.8,9.85,0.64,729.4,353,524.2,1312.3,609.5,1141.2
5,32.49265853550109,35.41200499981683,288.8,15.8,9.58,0.64,729.4,353,524.2,1312.3,609.5,1141.2
6,32.49265853550109,35.41200499981683,288.8,15.8,9.1,0.64,729.4,353,524.2,1312.3,609.5,1141.2
7,32.49265853550109,35.41200499981683,288.8,15.8,11.62,0.64,729.4,353,524.2,1312.3,609.5,1141.2
8,32.49265853550109,35.41200499981683,288.8,15.8,7.87,0.64,729.4,353,524.2,1312.3,609.5,1141.2
9,32.49265853550109,35.41200499981683,288.8,15.8,8.58,0.64,729.4,353,524.2,1312.3,609.5,1141.2
10,32.49265853550109,35.41200499981683,288.8,15.8,7.25,0.64,729.4,353,524.2,1312.3,609.5,1141.2
11,32.49265853550109,35.41200499981683,288.8,15.8,9.41,0.64,729.4,353,524.2,1312.3,609.5,1141.2
12,32.49265853550109,35.41200499981683,288.8,15.8,8.92,0.64,729.4,353,524.2,1312.3,609.5,1141.2
13,32.49265853550109,35.41200499981683,288.8,15.8,6.86,0.64,729.4,353,524.2,1312.3,609.5,1141.2
14,32.49265853550109,35.41200499981683,288.8,15.8,6.62,0.64,729.4,353,524.2,1312.3,609.5,1141.2
15,32.49265853550109,35.41200499981683,288.8,15.8,6.04,0.64,729.4,353,524.2,1312.3,609.5,1141.2
16,32.49265853550109,35.41200499981683,288.8,15.8,8.82,0.64,729.4,353,524.2,1312.3,609.5,1141.2
17,32.49265853550109,35.41200499981683,288.8,15.8,6.54,0.64,729.4,353,524.2,1312.3,609.5,1141.2
18,32.49265853550109,35.41200499981683,288.8,15.8,5.51,0.64,729.4,353,524.2,1312.3,609.5,1141.2
19,32.49265853550109,35.41200499981683,288.8,15.8,5.75,0.64,729.4,353,524.2,1312.3,609.5,1141.2
20,32.49265853550109,35.41200499981683,288.8,15.8,4.53,0.64,729.4,353,524.2,1312.3,609.5,1141.2
21,32.49265853550109,35.41200499981683,288.8,15.8,6.87,0.64,729.4,353,524.2,1312.3,609.5,1141.2
22,32.49265853550109,35.41200499981683,288.8,15.8,5.55,0.64,729.4,353,524.2,1312.3,609.5,1141.2
23,32.49265853550109,35.41200499981683,288.8,15.8,7.25,0.64,729.4,353,524.2,1312.3,609.5,1141.2
0,32.47567565724154,35.42094667976919,453.3,8.1,5.88,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
1,32.47567565724154,35.42094667976919,453.3,8.1,9.1,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
2,32.47567565724154,35.42094667976919,453.3,8.1,6.21,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
3,32.47567565724154,35.42094667976919,453.3,8.1,10.12,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
4,32.47567565724154,35.42094667976919,453.3,8.1,10.27,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
5,32.47567565724154,35.42094667976919,453.3,8.1,8.95,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
6,32.47567565724154,35.42094667976919,453.3,8.1,7.91,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
7,32.47567565724154,35.42094667976919,453.3,8.1,10.4,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
8,32.47567565724154,35.42094667976919,453.3,8.1,8.39,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
9,32.47567565724154,35.42094667976919,453.3,8.1,9.34,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
10,32.47567565724154,35.42094667976919,453.3,8.1,7.48,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
11,32.47567565724154,35.42094667976919,453.3,8.1,9.5,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
12,32.47567565724154,35.42094667976919,453.3,8.1,8.71,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
13,32.47567565724154,35.42094667976919,453.3,8.1,5.38,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
14,32.47567565724154,35.42094667976919,453.3,8.1,7.76,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
15,32.47567565724154,35.42094667976919,453.3,8.1,6.52,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
16,32.47567565724154,35.42094667976919,453.3,8.1,6.29,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
17,32.47567565724154,35.42094667976919,453.3,8.1,6.72,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
18,32.47567565724154,35.42094667976919,453.3,8.1,5.74,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
19,32.47567565724154,35.42094667976919,453.3,8.1,9.06,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
20,32.47567565724154,35.42094667976919,453.3,8.1,6.08,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
21,32.47567565724154,35.42094667976919,453.3,8.1,6.76,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
22,32.47567565724154,35.42094667976919,453.3,8.1,8.19,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
23,32.47567565724154,35.42094667976919,453.3,8.1,7.87,0.53,359.2,471.5,104.4,574.4,956.2,1281.4
0,32.48625860960871,35.4237661308829,260.3,16.4,7.51,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
1,32.48625860960871,35.4237661308829,260.3,16.4,6.98,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
2,32.48625860960871,35.4237661308829,260.3,16.4,9.9,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
3,32.48625860960871,35.4237661308829,260.3,16.4,7.89,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
4,32.48625860960871,35.4237661308829,260.3,16.4,8.85,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
5,32.48625860960871,35.4237661308829,260.3,16.4,8.41,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
6,32.48625860960871,35.4237661308829,260.3,16.4,8.99,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
7,32.48625860960871,35.4237661308829,260.3,16.4,11.26,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
8,32.48625860960871,35.4237661308829,260.3,16.4,6.64,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
9,32.48625860960871,35.4237661308829,260.3,16.4,6.29,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
10,32.48625860960871,35.4237661308829,260.3,16.4,9.37,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
11,32.48625860960871,35.4237661308829,260.3,16.4,7.06,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
12,32.48625860960871,35.4237661308829,260.3,16.4,7.8,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
13,32.48625860960871,35.4237661308829,260.3,16.4,5.42,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
14,32.48625860960871,35.4237661308829,260.3,16.4,9.3,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
15,32.48625860960871,35.4237661308829,260.3,16.4,5.85,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
16,32.48625860960871,35.4237661308829,260.3,16.4,5.19,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
17,32.48625860960871,35.4237661308829,260.3,16.4,4.85,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
18,32.48625860960871,35.4237661308829,260.3,16.4,7.02,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
19,32.48625860960871,35.4237661308829,260.3,16.4,4.92,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
20,32.48625860960871,35.4237661308829,260.3,16.4,5.42,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
21,32.48625860960871,35.4237661308829,260.3,16.4,7.8,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
22,32.48625860960871,35.4237661308829,260.3,16.4,9.03,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
23,32.48625860960871,35.4237661308829,260.3,16.4,6.73,0.23,701.7,660.1,315.3,900.8,737.4,1329.3
0,32.51563402538214,35.423360379620576,429.2,3.9,6.73,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
1,32.51563402538214,35.423360379620576,429.2,3.9,7.38,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
2,32.51563402538214,35.423360379620576,429.2,3.9,9.82,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
3,32.51563402538214,35.423360379620576,429.2,3.9,8.71,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
4,32.51563402538214,35.423360379620576,429.2,3.9,8.87,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
5,32.51563402538214,35.423360379620576,429.2,3.9,9.67,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
6,32.51563402538214,35.423360379620576,429.2,3.9,12,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
7,32.51563402538214,35.423360379620576,429.2,3.9,12,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
8,32.51563402538214,35.423360379620576,429.2,3.9,9.03,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
9,32.51563402538214,35.423360379620576,429.2,3.9,7.5,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
10,32.51563402538214,35.423360379620576,429.2,3.9,11.94,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
11,32.51563402538214,35.423360379620576,429.2,3.9,9.72,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
12,32.51563402538214,35.423360379620576,429.2,3.9,8.3,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
13,32.51563402538214,35.423360379620576,429.2,3.9,6.35,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
14,32.51563402538214,35.423360379620576,429.2,3.9,4.88,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
15,32.51563402538214,35.423360379620576,429.2,3.9,5.19,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
16,32.51563402538214,35.423360379620576,429.2,3.9,7.24,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
17,32.51563402538214,35.423360379620576,429.2,3.9,8.45,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
18,32.51563402538214,35.423360379620576,429.2,3.9,4.48,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
19,32.51563402538214,35.423360379620576,429.2,3.9,5.54,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
20,32.51563402538214,35.423360379620576,429.2,3.9,5.46,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
21,32.51563402538214,35.423360379620576,429.2,3.9,6.01,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
22,32.51563402538214,35.423360379620576,429.2,3.9,9.53,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
23,32.51563402538214,35.423360379620576,429.2,3.9,7.65,0.3,134.1,798.9,107.2,1164.7,416.3,916.6
0,32.50326184193498,35.428845098796515,201,8.7,8.35,0.22,245.9,138,318.9,1196.1,230.6,1152.3
1,32.50326184193498,35.428845098796515,201,8.7,7.79,0.22,245.9,138,318.9,1196.1,230.6,1152.3
2,32.50326184193498,35.428845098796515,201,8.7,8.77,0.22,245.9,138,318.9,1196.1,230.6,1152.3
3,32.50326184193498,35.428845098796515,201,8.7,9.63,0.22,245.9,138,318.9,1196.1,230.6,1152.3
4,32.50326184193498,35.428845098796515,201,8.7,7.39,0.22,245.9,138,318.9,1196.1,230.6,1152.3
5,32.50326184193498,35.428845098796515,201,8.7,9.81,0.22,245.9,138,318.9,1196.1,230.6,1152.3
6,32.50326184193498,35.428845098796515,201,8.7,11.54,0.22,245.9,138,318.9,1196.1,230.6,1152.3
7,32.50326184193498,35.428845098796515,201,8.7,8.84,0.22,245.9,138,318.9,1196.1,230.6,1152.3
8,32.50326184193498,35.428845098796515,201,8.7,10.68,0.22,245.9,138,318.9,1196.1,230.6,1152.3
9,32.50326184193498,35.428845098796515,201,8.7,12,0.22,245.9,138,318.9,1196.1,230.6,1152.3
10,32.50326184193498,35.428845098796515,201,8.7,7.77,0.22,245.9,138,318.9,1196.1,230.6,1152.3
11,32.50326184193498,35.428845098796515,201,8.7,10.3,0.22,245.9,138,318.9,1196.1,230.6,1152.3
12,32.50326184193498,35.428845098796515,201,8.7,7.59,0.22,245.9,138,318.9,1196.1,230.6,1152.3
13,32.50326184193498,35.428845098796515,201,8.7,7.79,0.22,245.9,138,318.9,1196.1,230.6,1152.3
14,32.50326184193498,35.428845098796515,201,8.7,4.89,0.22,245.9,138,318.9,1196.1,230.6,1152.3
15,32.50326184193498,35.428845098796515,201,8.7,6.23,0.22,245.9,138,318.9,1196.1,230.6,1152.3
16,32.50326184193498,35.428845098796515,201,8.7,4.66,0.22,245.9,138,318.9,1196.1,230.6,1152.3
17,32.50326184193498,35.428845098796515,201,8.7,4,0.22,245.9,138,318.9,1196.1,230.6,1152.3
18,32.50326184193498,35.428845098796515,201,8.7,7.05,0.22,245.9,138,318.9,1196.1,230.6,1152.3
19,32.50326184193498,35.428845098796515,201,8.7,4.51,0.22,245.9,138,318.9,1196.1,230.6,1152.3
20,32.50326184193498,35.428845098796515,201,8.7,4,0.22,245.9,138,318.9,1196.1,230.6,1152.3
21,32.50326184193498,35.428845098796515,201,8.7,7.35,0.22,245.9,138,318.9,1196.1,230.6,1152.3
22,32.50326184193498,35.428845098796515,201,8.7,7.28,0.22,245.9,138,318.9,1196.1,230.6,1152.3
23,32.50326184193498,35.428845098796515,201,8.7,7.1,0.22,245.9,138,318.9,1196.1,230.6,1152.3
0,32.48700689944833,35.424009929442256,467.8,10.6,9.08,0.23,587.2,991.8,1145.2,184,751.7,1175.9
1,32.48700689944833,35.424009929442256,467.8,10.6,8.12,0.23,587.2,991.8,1145.2,184,751.7,1175.9
2,32.48700689944833,35.424009929442256,467.8,10.6,7.94,0.23,587.2,991.8,1145.2,184,751.7,1175.9
3,32.48700689944833,35.424009929442256,467.8,10.6,8.62,0.23,587.2,991.8,1145.2,184,751.7,1175.9
4,32.48700689944833,35.424009929442256,467.8,10.6,10.81,0.23,587.2,991.8,1145.2,184,751.7,1175.9
5,32.48700689944833,35.424009929442256,467.8,10.6,11.65,0.23,587.2,991.8,1145.2,184,751.7,1175.9
6,32.48700689944833,35.424009929442256,467.8,10.6,9.83,0.23,587.2,991.8,1145.2,184,751.7,1175.9
7,32.48700689944833,35.424009929442256,467.8,10.6,7.23,0.23,587.2,991.8,1145.2,184,751.7,1175.9
8,32.48700689944833,35.424009929442256,467.8,10.6,9.44,0.23,587.2,991.8,1145.2,184,751.7,1175.9
9,32.48700689944833,35.424009929442256,467.8,10.6,8.66,0.23,587.2,991.8,1145.2,184,751.7,1175.9
10,32.48700689944833,35.424009929442256,467.8,10.6,8.95,0.23,587.2,991.8,1145.2,184,751.7,1175.9
11,32.48700689944833,35.424009929442256,467.8,10.6,8.93,0.23,587.2,991.8,1145.2,184,751.7,1175.9
12,32.48700689944833,35.424009929442256,467.8,10.6,8.39,0.23,587.2,991.8,1145.2,184,751.7,1175.9
13,32.48700689944833,35.424009929442256,467.8,10.6,6.91,0.23,587.2,991.8,1145.2,184,751.7,1175.9
14,32.48700689944833,35.424009929442256,467.8,10.6,6.48,0.23,587.2,991.8,1145.2,184,751.7,1175.9
15,32.48700689944833,35.424009929442256,467.8,10.6,6.87,0.23,587.2,991.8,1145.2,184,751.7,1175.9
16,32.48700689944833,35.424009929442256,467.8,10.6,7.38,0.23,587.2,991.8,1145.2,184,751.7,1175.9
17,32.48700689944833,35.424009929442256,467.8,10.6,5.77,0.23,587.2,991.8,1145.2,184,751.7,1175.9
18,32.48700689944833,35.424009929442256,467.8,10.6,7.56,0.23,587.2,991.8,1145.2,184,751.7,1175.9
19,32.48700689944833,35.424009929442256,467.8,10.6,4.84,0.23,587.2,991.8,1145.2,184,751.7,1175.9
20,32.48700689944833,35.424009929442256,467.8,10.6,5.23,0.23,587.2,991.8,1145.2,184,751.7,1175.9
21,32.48700689944833,35.424009929442256,467.8,10.6,6.99,0.23,587.2,991.8,1145.2,184,751.7,1175.9
22,32.48700689944833,35.424009929442256,467.8,10.6,8.92,0.23,587.2,991.8,1145.2,184,751.7,1175.9
23,32.48700689944833,35.424009929442256,467.8,10.6,6.19,0.23,587.2,991.8,1145.2,184,751.7,1175.9
0,32.52429742736808,35.35807944957255,421.3,3.1,5.89,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
1,32.52429742736808,35.35807944957255,421.3,3.1,7.71,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
2,32.52429742736808,35.35807944957255,421.3,3.1,7.39,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
3,32.52429742736808,35.35807944957255,421.3,3.1,6.82,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
4,32.52429742736808,35.35807944957255,421.3,3.1,9.68,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
5,32.52429742736808,35.35807944957255,421.3,3.1,10.51,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
6,32.52429742736808,35.35807944957255,421.3,3.1,9.8,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
7,32.52429742736808,35.35807944957255,421.3,3.1,11.18,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
8,32.52429742736808,35.35807944957255,421.3,3.1,9.8,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
9,32.52429742736808,35.35807944957255,421.3,3.1,8.28,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
10,32.52429742736808,35.35807944957255,421.3,3.1,7.65,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
11,32.52429742736808,35.35807944957255,421.3,3.1,8.19,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
12,32.52429742736808,35.35807944957255,421.3,3.1,7.99,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
13,32.52429742736808,35.35807944957255,421.3,3.1,7.32,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
14,32.52429742736808,35.35807944957255,421.3,3.1,5.38,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
15,32.52429742736808,35.35807944957255,421.3,3.1,7.61,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
16,32.52429742736808,35.35807944957255,421.3,3.1,4.23,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
17,32.52429742736808,35.35807944957255,421.3,3.1,4,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
18,32.52429742736808,35.35807944957255,421.3,3.1,4.7,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
19,32.52429742736808,35.35807944957255,421.3,3.1,5.78,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
20,32.52429742736808,35.35807944957255,421.3,3.1,5.94,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
21,32.52429742736808,35.35807944957255,421.3,3.1,4.14,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
22,32.52429742736808,35.35807944957255,421.3,3.1,5.71,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
23,32.52429742736808,35.35807944957255,421.3,3.1,8.57,0.86,309.8,1048.7,298.9,1144.9,197.6,801.5
0,32.52784504043352,35.368297919566714,486.1,19.5,7.92,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
1,32.52784504043352,35.368297919566714,486.1,19.5,9,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
2,32.52784504043352,35.368297919566714,486.1,19.5,9.7,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
3,32.52784504043352,35.368297919566714,486.1,19.5,7.59,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
4,32.52784504043352,35.368297919566714,486.1,19.5,8.37,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
5,32.52784504043352,35.368297919566714,486.1,19.5,9,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
6,32.52784504043352,35.368297919566714,486.1,19.5,7.65,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
7,32.52784504043352,35.368297919566714,486.1,19.5,11.05,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
8,32.52784504043352,35.368297919566714,486.1,19.5,7.1,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
9,32.52784504043352,35.368297919566714,486.1,19.5,9.66,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
10,32.52784504043352,35.368297919566714,486.1,19.5,10.89,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
11,32.52784504043352,35.368297919566714,486.1,19.5,6.55,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
12,32.52784504043352,35.368297919566714,486.1,19.5,8.6,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
13,32.52784504043352,35.368297919566714,486.1,19.5,5.5,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
14,32.52784504043352,35.368297919566714,486.1,19.5,7.69,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
15,32.52784504043352,35.368297919566714,486.1,19.5,5.53,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
16,32.52784504043352,35.368297919566714,486.1,19.5,6.59,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
17,32.52784504043352,35.368297919566714,486.1,19.5,5.64,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
18,32.52784504043352,35.368297919566714,486.1,19.5,5.84,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
19,32.52784504043352,35.368297919566714,486.1,19.5,5,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
20,32.52784504043352,35.368297919566714,486.1,19.5,7.4,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
21,32.52784504043352,35.368297919566714,486.1,19.5,5.2,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
22,32.52784504043352,35.368297919566714,486.1,19.5,6.58,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
23,32.52784504043352,35.368297919566714,486.1,19.5,5.43,0.92,337.7,819.1,601.7,1233.4,973.1,940.8
0,32.51969203920345,35.370272508009904,395.2,12.5,6.75,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
1,32.51969203920345,35.370272508009904,395.2,12.5,7.77,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
2,32.51969203920345,35.370272508009904,395.2,12.5,6.42,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
3,32.51969203920345,35.370272508009904,395.2,12.5,9.15,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
4,32.51969203920345,35.370272508009904,395.2,12.5,11.5,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
5,32.51969203920345,35.370272508009904,395.2,12.5,11.45,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
6,32.51969203920345,35.370272508009904,395.2,12.5,10.15,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
7,32.51969203920345,35.370272508009904,395.2,12.5,10.05,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
8,32.51969203920345,35.370272508009904,395.2,12.5,8.39,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
9,32.51969203920345,35.370272508009904,395.2,12.5,8.18,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
10,32.51969203920345,35.370272508009904,395.2,12.5,8.36,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
11,32.51969203920345,35.370272508009904,395.2,12.5,6.02,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
12,32.51969203920345,35.370272508009904,395.2,12.5,8.39,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
13,32.51969203920345,35.370272508009904,395.2,12.5,7.41,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
14,32.51969203920345,35.370272508009904,395.2,12.5,9.9,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
15,32.51969203920345,35.370272508009904,395.2,12.5,7.47,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
16,32.51969203920345,35.370272508009904,395.2,12.5,4.03,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
17,32.51969203920345,35.370272508009904,395.2,12.5,6.95,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
18,32.51969203920345,35.370272508009904,395.2,12.5,4.23,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
19,32.51969203920345,35.370272508009904,395.2,12.5,4.12,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
20,32.51969203920345,35.370272508009904,395.2,12.5,4,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
21,32.51969203920345,35.370272508009904,395.2,12.5,4.28,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
22,32.51969203920345,35.370272508009904,395.2,12.5,7.45,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
23,32.51969203920345,35.370272508009904,395.2,12.5,5.23,0.9,75.8,1055.6,179.8,964.3,396.9,1169.6
0,32.48673596927378,35.41350955703991,345.1,11.9,6.66,0.88,340.1,513.9,731.9,969.8,314.5,1091.4
1,32.48673596927378,35.41350955703991,345.1,11.9,6.74,0.88,340.1,513.9,731.9,969.8,314.5,1091.4
2,32.48673596927378,35.41350955703991,345.1,11.9,7.83,0.88,340.1,513.9,731.9,969.8,314.5,1091.4
3,32.48673596927378,35.41350955703991,345.1,11.9,8.52,0.88,340.1,513.9,731.9,969.8,314.5,1091.4
4,32.48673596927378,35.41350955703991,345.1,11.9,8.69,0.88,340.1,513.9,731.9,969.8,314.5,1091.4
5,32.48673596927378,35.41350955703991,345.1,11.9,7.79,0.88,340.1,513.9,731.9,969.8,314.5,1091.4
6,32.48673596927378,35.41350955703991,345.1,11.9,9.59,0.88,340.1,513.9,731.9,969.8,314.5,1091.4
7,32.48673596927378,35.41350955703991,345.1,11.9,9.79,0.88,340.1,513.9,731.9,969.8,314.5,1091.4
8,32.48673596927378,35.41350955703991,345.1,11.9,10.37,0.88,340.1,513.9,731.9,969.8,314.5,1091.4
9,32.48673596927378,35.41350955703991,345.1,11.9,10.24,0.88,340.1,513.9,731.9,969.8,314.5,1091.4
10,32.48673596927378,35.41350955703991,345.1,11.9,8.87,0.88,340.1,513.9,731.9,969.8,314.5,1091.4
11,32.48673596927378,35.41350955703991,345.1,11.9,9.01,0.88,340.1,513.9,731.9,969.8,314.5,1091.4
